        mark         | zone | number | state | level | source  |    info    
---------------------+------+--------+-------+-------+---------+------------
 2005-01-11 16:31:37 | S    |      1 |     1 |    10 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |      2 |     1 |   140 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |      3 |     1 |    13 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |      5 |     1 |    11 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |      6 |     1 |   134 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |      7 |     1 |   102 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |      8 |     1 |    12 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |      9 |     1 |     9 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     13 |     1 |    33 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     14 |     1 |     7 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     15 |     1 |    11 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     16 |     1 |     7 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     17 |     1 |    50 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     18 |     1 |   141 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     19 |     1 |   247 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     65 |     1 |   211 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     66 |     1 |   121 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     67 |     1 |    63 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     68 |     1 |    12 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     69 |     1 |     8 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     70 |     1 |   251 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     73 |     1 |    16 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     74 |     1 |   141 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     75 |     1 |    12 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     77 |     1 |    14 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     78 |     1 |   143 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     79 |     1 |    98 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     81 |     1 |    33 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     82 |     1 |   142 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     83 |     1 |    13 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     84 |     1 |    13 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     85 |     1 |    87 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     86 |     1 |   147 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     87 |     1 |    12 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     88 |     1 |    11 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |    129 |     1 |    46 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |    130 |     1 |   157 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |    131 |     1 |   251 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |    133 |     1 |     7 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |    134 |     1 |   151 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |    137 |     1 |     7 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |    138 |     1 |   158 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |    139 |     1 |   101 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |    140 |     1 |    12 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     81 |     1 |    37 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | S    |     17 |     1 |    38 | ArgusMS | inhabitant
 2005-01-11 16:31:38 | i    |      5 |     1 |   100 | X10     | inhabitant
 2005-01-11 16:31:39 | S    |     17 |     1 |    53 | ArgusMS | inhabitant
 2005-01-11 16:31:39 | S    |     18 |     1 |   139 | ArgusMS | inhabitant
 2005-01-11 16:31:39 | S    |     19 |     1 |   245 | ArgusMS | inhabitant
 2005-01-11 16:31:39 | S    |     17 |     1 |    48 | ArgusMS | inhabitant
 2005-01-11 16:31:40 | S    |     19 |     1 |   252 | ArgusMS | inhabitant
 2005-01-11 16:31:40 | S    |     18 |     1 |   145 | ArgusMS | inhabitant
 2005-01-11 16:31:40 | S    |     85 |     1 |    90 | ArgusMS | inhabitant
 2005-01-11 16:31:41 | S    |     17 |     1 |    34 | ArgusMS | inhabitant
 2005-01-11 16:31:41 | S    |     18 |     1 |   140 | ArgusMS | inhabitant
 2005-01-11 16:31:41 | S    |     19 |     1 |   247 | ArgusMS | inhabitant
 2005-01-11 16:31:41 | S    |     85 |     1 |    85 | ArgusMS | inhabitant
 2005-01-11 16:31:41 | S    |    137 |     1 |    63 | ArgusMS | inhabitant
 2005-01-11 16:31:41 | S    |     17 |     1 |    47 | ArgusMS | inhabitant
 2005-01-11 16:31:41 | S    |     18 |     1 |   144 | ArgusMS | inhabitant
 2005-01-11 16:31:42 | S    |    137 |     1 |    83 | ArgusMS | inhabitant
 2005-01-11 16:31:42 | S    |     18 |     1 |   139 | ArgusMS | inhabitant
 2005-01-11 16:31:42 | S    |     85 |     1 |    89 | ArgusMS | inhabitant
 2005-01-11 16:31:43 | S    |     85 |     1 |    85 | ArgusMS | inhabitant
 2005-01-11 16:31:43 | S    |     17 |     1 |    55 | ArgusMS | inhabitant
 2005-01-11 16:31:43 | S    |     18 |     1 |   139 | ArgusMS | inhabitant
 2005-01-11 16:31:44 | S    |     17 |     1 |    46 | ArgusMS | inhabitant
 2005-01-11 16:31:44 | S    |     85 |     1 |    85 | ArgusMS | inhabitant
 2005-01-11 16:31:45 | S    |     17 |     1 |    55 | ArgusMS | inhabitant
 2005-01-11 16:31:45 | S    |     18 |     1 |   137 | ArgusMS | inhabitant
 2005-01-11 16:31:45 | S    |     17 |     1 |    44 | ArgusMS | inhabitant
 2005-01-11 16:31:45 | S    |     18 |     1 |   143 | ArgusMS | inhabitant
 2005-01-11 16:31:45 | S    |     19 |     1 |   252 | ArgusMS | inhabitant
 2005-01-11 16:31:46 | S    |     17 |     1 |    37 | ArgusMS | inhabitant
 2005-01-11 16:31:46 | S    |     19 |     1 |   246 | ArgusMS | inhabitant
 2005-01-11 16:31:46 | S    |     85 |     1 |    85 | ArgusMS | inhabitant
 2005-01-11 16:31:46 | S    |     17 |     1 |    55 | ArgusMS | inhabitant
 2005-01-11 16:31:47 | S    |     17 |     1 |    44 | ArgusMS | inhabitant
 2005-01-11 16:31:47 | S    |     18 |     1 |   137 | ArgusMS | inhabitant
 2005-01-11 16:31:47 | S    |     17 |     1 |    57 | ArgusMS | inhabitant
 2005-01-11 16:31:47 | S    |     18 |     1 |   141 | ArgusMS | inhabitant
 2005-01-11 16:31:48 | S    |     17 |     1 |    42 | ArgusMS | inhabitant
 2005-01-11 16:31:48 | S    |     17 |     1 |    53 | ArgusMS | inhabitant
 2005-01-11 16:31:50 | S    |     17 |     1 |    46 | ArgusMS | inhabitant
 2005-01-11 16:31:50 | S    |     18 |     1 |   137 | ArgusMS | inhabitant
 2005-01-11 16:31:53 | S    |     17 |     1 |    52 | ArgusMS | inhabitant
 2005-01-11 16:31:53 | S    |     17 |     1 |    48 | ArgusMS | inhabitant
 2005-01-11 16:31:54 | S    |     19 |     1 |   246 | ArgusMS | inhabitant
 2005-01-11 16:31:54 | S    |     18 |     1 |   142 | ArgusMS | inhabitant
 2005-01-11 16:31:54 | S    |     85 |     1 |    85 | ArgusMS | inhabitant
 2005-01-11 16:31:55 | S    |      7 |     1 |    99 | ArgusMS | inhabitant
 2005-01-11 16:31:55 | S    |     17 |     1 |    49 | ArgusMS | inhabitant
 2005-01-11 16:31:55 | S    |      7 |     1 |   103 | ArgusMS | inhabitant
 2005-01-11 16:31:55 | S    |     17 |     1 |    42 | ArgusMS | inhabitant
 2005-01-11 16:31:56 | S    |     85 |     1 |    89 | ArgusMS | inhabitant
 2005-01-11 16:31:56 | S    |     17 |     1 |    49 | ArgusMS | inhabitant
 2005-01-11 16:31:56 | S    |     18 |     1 |   143 | ArgusMS | inhabitant
 2005-01-11 16:31:56 | S    |     85 |     1 |    84 | ArgusMS | inhabitant
 2005-01-11 16:31:56 | S    |     17 |     1 |    41 | ArgusMS | inhabitant
 2005-01-11 16:31:57 | S    |     17 |     1 |    36 | ArgusMS | inhabitant
 2005-01-11 16:31:57 | S    |     85 |     1 |    90 | ArgusMS | inhabitant
 2005-01-11 16:31:57 | S    |     17 |     1 |    54 | ArgusMS | inhabitant
 2005-01-11 16:31:58 | S    |     85 |     1 |    85 | ArgusMS | inhabitant
 2005-01-11 16:31:58 | S    |     18 |     1 |   136 | ArgusMS | inhabitant
 2005-01-11 16:31:58 | S    |     19 |     1 |   246 | ArgusMS | inhabitant
 2005-01-11 16:31:59 | S    |     17 |     1 |    46 | ArgusMS | inhabitant
 2005-01-11 16:31:59 | S    |     19 |     1 |   250 | ArgusMS | inhabitant
 2005-01-11 16:32:00 | S    |     17 |     1 |    52 | ArgusMS | inhabitant
 2005-01-11 16:32:00 | S    |     18 |     1 |   142 | ArgusMS | inhabitant
 2005-01-11 16:32:01 | S    |     17 |     1 |    56 | ArgusMS | inhabitant
 2005-01-11 16:32:02 | S    |     17 |     1 |    47 | ArgusMS | inhabitant
 2005-01-11 16:32:03 | S    |     17 |     1 |    39 | ArgusMS | inhabitant
