        mark         | zone | number | state | level | source  |    info    
---------------------+------+--------+-------+-------+---------+------------
 2005-01-13 00:00:02 | S    |     18 |     1 |   146 | ArgusMS | inhabitant
 2005-01-13 00:00:02 | S    |     18 |     1 |   150 | ArgusMS | inhabitant
 2005-01-13 00:00:04 | S    |     17 |     1 |     8 | ArgusMS | inhabitant
 2005-01-13 00:00:05 | S    |     19 |     1 |   246 | ArgusMS | inhabitant
 2005-01-13 00:00:06 | S    |     19 |     1 |   250 | ArgusMS | inhabitant
 2005-01-13 00:00:06 | S    |     17 |     1 |    12 | ArgusMS | inhabitant
 2005-01-13 00:00:06 | S    |     19 |     1 |   246 | ArgusMS | inhabitant
 2005-01-13 00:00:07 | S    |     18 |     1 |   146 | ArgusMS | inhabitant
 2005-01-13 00:00:07 | S    |     19 |     1 |   250 | ArgusMS | inhabitant
 2005-01-13 00:00:07 | S    |     18 |     1 |   151 | ArgusMS | inhabitant
 2005-01-13 00:00:09 | S    |     19 |     1 |   251 | ArgusMS | inhabitant
 2005-01-13 00:00:09 | S    |     19 |     1 |   246 | ArgusMS | inhabitant
 2005-01-13 00:00:10 | S    |     18 |     1 |   147 | ArgusMS | inhabitant
 2005-01-13 00:00:15 | S    |     19 |     1 |   251 | ArgusMS | inhabitant
 2005-01-13 00:00:15 | S    |     19 |     1 |   247 | ArgusMS | inhabitant
 2005-01-13 00:00:16 | S    |     19 |     1 |   251 | ArgusMS | inhabitant
 2005-01-13 00:00:19 | S    |     18 |     1 |   150 | ArgusMS | inhabitant
 2005-01-13 00:00:20 | S    |     18 |     1 |   149 | ArgusMS | inhabitant
 2005-01-13 00:00:21 | S    |     18 |     1 |   145 | ArgusMS | inhabitant
 2005-01-13 00:00:21 | S    |     19 |     1 |   247 | ArgusMS | inhabitant
 2005-01-13 00:00:27 | S    |     17 |     1 |     8 | ArgusMS | inhabitant
 2005-01-13 00:00:28 | S    |     18 |     1 |   148 | ArgusMS | inhabitant
 2005-01-13 00:00:28 | S    |     19 |     1 |   246 | ArgusMS | inhabitant
 2005-01-13 00:00:30 | S    |     19 |     1 |   251 | ArgusMS | inhabitant
 2005-01-13 00:00:30 | S    |     18 |     1 |   144 | ArgusMS | inhabitant
 2005-01-13 00:00:33 | S    |     19 |     1 |   251 | ArgusMS | inhabitant
 2005-01-13 00:00:34 | S    |     19 |     1 |   247 | ArgusMS | inhabitant
 2005-01-13 00:00:35 | S    |     18 |     1 |   147 | ArgusMS | inhabitant
 2005-01-13 00:00:35 | S    |     19 |     1 |   251 | ArgusMS | inhabitant
 2005-01-13 00:00:36 | S    |     18 |     1 |   144 | ArgusMS | inhabitant
 2005-01-13 00:00:37 | S    |     18 |     1 |   147 | ArgusMS | inhabitant
 2005-01-13 00:00:38 | S    |     18 |     1 |   143 | ArgusMS | inhabitant
 2005-01-13 00:00:39 | S    |     18 |     1 |   147 | ArgusMS | inhabitant
 2005-01-13 00:00:40 | S    |     18 |     1 |   143 | ArgusMS | inhabitant
 2005-01-13 00:00:40 | S    |     19 |     1 |   250 | ArgusMS | inhabitant
 2005-01-13 00:00:43 | S    |     18 |     1 |   147 | ArgusMS | inhabitant
 2005-01-13 00:00:43 | S    |     19 |     1 |   251 | ArgusMS | inhabitant
 2005-01-13 00:00:43 | S    |     18 |     1 |   142 | ArgusMS | inhabitant
 2005-01-13 00:00:44 | S    |     18 |     1 |   147 | ArgusMS | inhabitant
 2005-01-13 00:00:44 | S    |     19 |     1 |   246 | ArgusMS | inhabitant
 2005-01-13 00:00:44 | S    |     18 |     1 |   142 | ArgusMS | inhabitant
 2005-01-13 00:00:47 | S    |     18 |     1 |   147 | ArgusMS | inhabitant
 2005-01-13 00:00:48 | S    |     19 |     1 |   250 | ArgusMS | inhabitant
 2005-01-13 00:00:49 | S    |     19 |     1 |   246 | ArgusMS | inhabitant
 2005-01-13 00:00:49 | S    |     19 |     1 |   251 | ArgusMS | inhabitant
 2005-01-13 00:00:51 | S    |     19 |     1 |   246 | ArgusMS | inhabitant
 2005-01-13 00:00:52 | S    |     18 |     1 |   144 | ArgusMS | inhabitant
 2005-01-13 00:00:52 | S    |     19 |     1 |   250 | ArgusMS | inhabitant
 2005-01-13 00:00:53 | S    |     17 |     1 |    12 | ArgusMS | inhabitant
 2005-01-13 00:00:53 | S    |     17 |     1 |     8 | ArgusMS | inhabitant
 2005-01-13 00:00:54 | S    |     18 |     1 |   144 | ArgusMS | inhabitant
 2005-01-13 00:00:54 | S    |     17 |     1 |     7 | ArgusMS | inhabitant
 2005-01-13 00:00:56 | S    |     17 |     1 |     7 | ArgusMS | inhabitant
 2005-01-13 00:00:56 | S    |     18 |     1 |   140 | ArgusMS | inhabitant
 2005-01-13 00:00:56 | S    |     17 |     1 |    11 | ArgusMS | inhabitant
 2005-01-13 00:00:57 | S    |     19 |     1 |   246 | ArgusMS | inhabitant
 2005-01-13 00:01:01 | S    |     18 |     1 |   146 | ArgusMS | inhabitant
 2005-01-13 00:01:01 | S    |     18 |     1 |   142 | ArgusMS | inhabitant
 2005-01-13 00:01:02 | S    |     18 |     1 |   146 | ArgusMS | inhabitant
 2005-01-13 00:01:02 | S    |     19 |     1 |   250 | ArgusMS | inhabitant
 2005-01-13 00:01:02 | S    |     19 |     1 |   246 | ArgusMS | inhabitant
 2005-01-13 00:01:03 | S    |     18 |     1 |   140 | ArgusMS | inhabitant
 2005-01-13 00:01:03 | S    |     18 |     1 |   146 | ArgusMS | inhabitant
 2005-01-13 00:01:04 | S    |     18 |     1 |   142 | ArgusMS | inhabitant
 2005-01-13 00:01:05 | S    |     18 |     1 |   146 | ArgusMS | inhabitant
 2005-01-13 00:01:06 | S    |     18 |     1 |   141 | ArgusMS | inhabitant
 2005-01-13 00:01:12 | S    |     18 |     1 |   146 | ArgusMS | inhabitant
 2005-01-13 00:01:13 | S    |     19 |     1 |   250 | ArgusMS | inhabitant
 2005-01-13 00:01:13 | S    |     19 |     1 |   246 | ArgusMS | inhabitant
 2005-01-13 00:01:14 | S    |     17 |     1 |     7 | ArgusMS | inhabitant
 2005-01-13 00:01:14 | S    |     19 |     1 |   250 | ArgusMS | inhabitant
 2005-01-13 00:01:18 | S    |     19 |     1 |   246 | ArgusMS | inhabitant
 2005-01-13 00:01:19 | S    |     18 |     1 |   145 | ArgusMS | inhabitant
 2005-01-13 00:01:22 | S    |     19 |     1 |   250 | ArgusMS | inhabitant
 2005-01-13 00:01:22 | S    |     18 |     1 |   145 | ArgusMS | inhabitant
 2005-01-13 00:01:22 | S    |     19 |     1 |   246 | ArgusMS | inhabitant
 2005-01-13 00:01:23 | S    |     18 |     1 |   140 | ArgusMS | inhabitant
 2005-01-13 00:01:23 | S    |     19 |     1 |   251 | ArgusMS | inhabitant
 2005-01-13 00:01:24 | S    |     19 |     1 |   247 | ArgusMS | inhabitant
 2005-01-13 00:01:26 | S    |     19 |     1 |   249 | ArgusMS | inhabitant
