        mark         | zone | number | state | level | source  |    info    
---------------------+------+--------+-------+-------+---------+------------
 2005-01-12 00:15:07 | c    |      3 |     0 |     0 | X10     | inhabitant
 2005-01-12 00:46:41 | c    |      3 |     1 |   100 | X10     | inhabitant
 2005-01-12 01:12:05 | c    |      3 |     0 |     0 | X10     | inhabitant
 2005-01-12 01:47:41 | i    |      5 |     1 |   100 | X10     | inhabitant
 2005-01-12 02:02:48 | a    |      1 |     0 |     0 | X10     | inhabitant
 2005-01-12 02:03:14 | c    |      2 |     1 |   100 | X10     | inhabitant
 2005-01-12 02:17:41 | i    |      5 |     0 |     0 | X10     | inhabitant
 2005-01-12 02:18:28 | a    |      1 |     1 |   100 | X10     | inhabitant
 2005-01-12 03:27:16 | c    |      2 |     0 |     0 | X10     | inhabitant
 2005-01-12 03:27:07 | a    |      1 |     0 |     0 | X10     | inhabitant
 2005-01-12 03:31:48 | i    |      5 |     1 |   100 | X10     | inhabitant
 2005-01-12 03:32:13 | i    |      5 |     0 |     0 | X10     | inhabitant
 2005-01-12 07:30:33 | i    |      5 |     1 |   100 | X10     | inhabitant
 2005-01-12 07:45:53 | i    |      5 |     0 |     0 | X10     | inhabitant
 2005-01-12 15:42:41 | a    |      1 |     1 |   100 | X10     | inhabitant
 2005-01-12 15:45:15 | i    |      4 |     1 |   100 | X10     | inhabitant
 2005-01-12 15:45:20 | i    |      5 |     1 |   100 | X10     | inhabitant
 2005-01-12 15:58:59 | c    |      2 |     1 |   100 | X10     | inhabitant
 2005-01-12 16:18:43 | c    |      2 |     0 |     0 | X10     | inhabitant
 2005-01-12 16:18:46 | c    |      7 |     0 |     0 | X10     | inhabitant
 2005-01-12 16:18:50 | c    |      9 |     0 |     0 | X10     | inhabitant
 2005-01-12 16:18:53 | c    |     10 |     1 |   100 | X10     | inhabitant
 2005-01-12 16:18:55 | c    |     10 |     0 |     0 | X10     | inhabitant
 2005-01-12 16:19:34 | i    |      5 |     0 |     0 | X10     | inhabitant
 2005-01-12 16:20:00 | a    |      1 |     0 |     0 | X10     | inhabitant
 2005-01-12 17:51:49 | a    |      1 |     1 |   100 | X10     | inhabitant
 2005-01-12 17:52:01 | a    |      1 |     0 |     0 | X10     | inhabitant
 2005-01-12 17:52:06 | a    |      1 |     1 |   100 | X10     | inhabitant
 2005-01-12 17:52:55 | i    |      3 |     1 |   100 | X10     | inhabitant
 2005-01-12 17:54:19 | i    |      5 |     1 |   100 | X10     | inhabitant
 2005-01-12 17:54:47 | i    |      5 |     0 |     0 | X10     | inhabitant
 2005-01-12 17:55:09 | c    |      2 |     1 |   100 | X10     | inhabitant
 2005-01-12 17:55:13 | c    |      4 |     1 |   100 | X10     | inhabitant
 2005-01-12 17:55:21 | c    |      1 |     1 |   100 | X10     | inhabitant
 2005-01-12 17:57:45 | i    |      3 |     0 |     0 | X10     | inhabitant
 2005-01-12 17:57:48 | i    |      3 |     1 |   100 | X10     | inhabitant
 2005-01-12 17:57:51 | i    |      2 |     1 |   100 | X10     | inhabitant
 2005-01-12 18:04:54 | V    |     25 |     1 |   100 | ArgusD  | inhabitant
 2005-01-12 18:04:54 | V    |     39 |     1 |   100 | ArgusD  | inhabitant
 2005-01-12 18:04:54 | V    |     40 |     1 |   100 | ArgusD  | inhabitant
 2005-01-12 18:04:54 | S    |      1 |     1 |     8 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |      2 |     1 |   152 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |      3 |     1 |    12 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |      5 |     1 |     8 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |      6 |     1 |   149 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |      7 |     1 |   127 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |      8 |     1 |    12 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |      9 |     1 |   156 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     13 |     1 |     7 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     14 |     1 |     7 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     15 |     1 |     8 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     16 |     1 |     7 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     17 |     1 |    39 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     18 |     1 |   146 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     19 |     1 |   249 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     65 |     1 |     7 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     66 |     1 |    14 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     67 |     1 |     9 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     68 |     1 |    58 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     69 |     1 |   145 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     70 |     1 |   241 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     73 |     1 |    28 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     74 |     1 |   144 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     75 |     1 |    12 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     77 |     1 |    39 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     78 |     1 |   144 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     79 |     1 |   124 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     81 |     1 |    22 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     82 |     1 |   150 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     84 |     1 |    15 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     85 |     1 |     7 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     86 |     1 |   153 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     87 |     1 |    11 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     88 |     1 |    10 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |    129 |     1 |    47 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |    130 |     1 |   166 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |    133 |     1 |   184 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |    134 |     1 |   168 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |    137 |     1 |     7 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |    138 |     1 |   173 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |    139 |     1 |   125 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |    140 |     1 |    12 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     17 |     1 |    33 | ArgusMS | inhabitant
 2005-01-12 18:04:54 | S    |     17 |     1 |    46 | ArgusMS | inhabitant
 2005-01-12 18:04:55 | i    |      5 |     1 |   100 | X10     | inhabitant
 2005-01-12 18:04:55 | S    |     17 |     1 |    39 | ArgusMS | inhabitant
 2005-01-12 18:04:55 | S    |     19 |     1 |   252 | ArgusMS | inhabitant
 2005-01-12 18:04:55 | V    |     25 |     0 |     0 | ArgusD  | inhabitant
 2005-01-12 18:04:55 | S    |     19 |     1 |   248 | ArgusMS | inhabitant
 2005-01-12 18:04:56 | S    |     17 |     1 |    47 | ArgusMS | inhabitant
 2005-01-12 18:04:56 | S    |     17 |     1 |    29 | ArgusMS | inhabitant
 2005-01-12 18:04:56 | S    |     18 |     1 |   145 | ArgusMS | inhabitant
