        mark         | zone | number | state | level | source  |    info    
---------------------+------+--------+-------+-------+---------+------------
 2005-02-18 00:00:02 | S    |     17 |     1 |    39 | ArgusMS | inhabitant
 2005-02-18 00:00:02 | S    |     19 |     1 |   247 | ArgusMS | inhabitant
 2005-02-18 00:00:02 | S    |     17 |     1 |    33 | ArgusMS | inhabitant
 2005-02-18 00:00:03 | S    |     17 |     1 |    42 | ArgusMS | inhabitant
 2005-02-18 00:00:04 | S    |     17 |     1 |    33 | ArgusMS | inhabitant
 2005-02-18 00:00:04 | S    |     19 |     1 |   248 | ArgusMS | inhabitant
 2005-02-18 00:00:04 | S    |     77 |     1 |    14 | ArgusMS | inhabitant
 2005-02-18 00:00:05 | S    |     17 |     1 |    44 | ArgusMS | inhabitant
 2005-02-18 00:00:05 | S    |     77 |     1 |    15 | ArgusMS | inhabitant
 2005-02-18 00:00:06 | S    |     17 |     1 |    49 | ArgusMS | inhabitant
 2005-02-18 00:00:06 | S    |     18 |     1 |   148 | ArgusMS | inhabitant
 2005-02-18 00:00:06 | S    |     17 |     1 |    33 | ArgusMS | inhabitant
 2005-02-18 00:00:06 | S    |     79 |     1 |    98 | ArgusMS | inhabitant
 2005-02-18 00:00:07 | S    |     17 |     1 |    44 | ArgusMS | inhabitant
 2005-02-18 00:00:08 | S    |     77 |     1 |    11 | ArgusMS | inhabitant
 2005-02-18 00:00:08 | S    |     17 |     1 |    48 | ArgusMS | inhabitant
 2005-02-18 00:00:08 | S    |     77 |     1 |    18 | ArgusMS | inhabitant
 2005-02-18 00:00:09 | V    |     33 |     1 |   100 | ArgusD  | inhabitant
 2005-02-18 00:00:09 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2005-02-18 00:00:09 | V    |     32 |     1 |   100 | ArgusD  | inhabitant
 2005-02-18 00:00:09 | S    |     17 |     1 |    45 | ArgusMS | inhabitant
 2005-02-18 00:00:09 | S    |     77 |     1 |    18 | ArgusMS | inhabitant
 2005-02-18 00:00:09 | S    |     79 |     1 |    98 | ArgusMS | inhabitant
 2005-02-18 00:00:09 | V    |     32 |     0 |     0 | ArgusD  | inhabitant
 2005-02-18 00:00:10 | S    |     17 |     1 |    38 | ArgusMS | inhabitant
 2005-02-18 00:00:10 | V    |     33 |     0 |     0 | ArgusD  | inhabitant
 2005-02-18 00:00:10 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2005-02-18 00:00:10 | S    |     79 |     1 |    93 | ArgusMS | inhabitant
 2005-02-18 00:00:10 | S    |     17 |     1 |    49 | ArgusMS | inhabitant
 2005-02-18 00:00:10 | S    |     77 |     1 |    17 | ArgusMS | inhabitant
 2005-02-18 00:00:11 | S    |     17 |     1 |    28 | ArgusMS | inhabitant
 2005-02-18 00:00:11 | S    |     17 |     1 |    37 | ArgusMS | inhabitant
 2005-02-18 00:00:11 | S    |     79 |     1 |    98 | ArgusMS | inhabitant
 2005-02-18 00:00:12 | V    |     33 |     1 |   100 | ArgusD  | inhabitant
 2005-02-18 00:00:12 | S    |     77 |     1 |    11 | ArgusMS | inhabitant
 2005-02-18 00:00:12 | V    |     32 |     1 |   100 | ArgusD  | inhabitant
 2005-02-18 00:00:12 | V    |     33 |     0 |     0 | ArgusD  | inhabitant
 2005-02-18 00:00:12 | S    |     17 |     1 |    47 | ArgusMS | inhabitant
 2005-02-18 00:00:12 | V    |     32 |     0 |     0 | ArgusD  | inhabitant
 2005-02-18 00:00:13 | S    |     17 |     1 |    35 | ArgusMS | inhabitant
 2005-02-18 00:00:13 | S    |     18 |     1 |   142 | ArgusMS | inhabitant
 2005-02-18 00:00:13 | S    |     77 |     1 |    18 | ArgusMS | inhabitant
