        mark         | zone | number | state | level | source  |    info    
---------------------+------+--------+-------+-------+---------+------------
 2005-01-16 00:00:01 | S    |     17 |     1 |    36 | ArgusMS | inhabitant
 2005-01-16 00:00:01 | S    |     17 |     1 |    46 | ArgusMS | inhabitant
 2005-01-16 00:00:02 | S    |     17 |     1 |    37 | ArgusMS | inhabitant
 2005-01-16 00:00:02 | S    |     19 |     1 |   253 | ArgusMS | inhabitant
 2005-01-16 00:00:02 | S    |     17 |     1 |    29 | ArgusMS | inhabitant
 2005-01-16 00:00:03 | S    |     17 |     1 |    34 | ArgusMS | inhabitant
 2005-01-16 00:00:03 | S    |     17 |     1 |    48 | ArgusMS | inhabitant
 2005-01-16 00:00:03 | S    |     18 |     1 |   146 | ArgusMS | inhabitant
 2005-01-16 00:00:04 | S    |     17 |     1 |    44 | ArgusMS | inhabitant
 2005-01-16 00:00:05 | S    |     17 |     1 |    36 | ArgusMS | inhabitant
 2005-01-16 00:00:06 | S    |     19 |     1 |   248 | ArgusMS | inhabitant
 2005-01-16 00:00:06 | S    |     17 |     1 |    44 | ArgusMS | inhabitant
 2005-01-16 00:00:07 | S    |     17 |     1 |    29 | ArgusMS | inhabitant
 2005-01-16 00:00:07 | S    |     17 |     1 |    44 | ArgusMS | inhabitant
 2005-01-16 00:00:09 | S    |     17 |     1 |    31 | ArgusMS | inhabitant
 2005-01-16 00:00:09 | S    |     17 |     1 |    44 | ArgusMS | inhabitant
 2005-01-16 00:00:10 | S    |     18 |     1 |   148 | ArgusMS | inhabitant
 2005-01-16 00:00:10 | S    |     17 |     1 |    27 | ArgusMS | inhabitant
 2005-01-16 00:00:10 | S    |     19 |     1 |   253 | ArgusMS | inhabitant
 2005-01-16 00:00:11 | S    |     17 |     1 |    44 | ArgusMS | inhabitant
 2005-01-16 00:00:11 | S    |     17 |     1 |    49 | ArgusMS | inhabitant
 2005-01-16 00:00:12 | S    |     17 |     1 |    42 | ArgusMS | inhabitant
 2005-01-16 00:00:12 | S    |     18 |     1 |   144 | ArgusMS | inhabitant
 2005-01-16 00:00:13 | S    |     17 |     1 |    50 | ArgusMS | inhabitant
 2005-01-16 00:00:13 | S    |     17 |     1 |    44 | ArgusMS | inhabitant
 2005-01-16 00:00:14 | S    |     17 |     1 |    32 | ArgusMS | inhabitant
 2005-01-16 00:00:14 | S    |     18 |     1 |   149 | ArgusMS | inhabitant
 2005-01-16 00:00:15 | S    |     17 |     1 |    27 | ArgusMS | inhabitant
 2005-01-16 00:00:15 | S    |     18 |     1 |   145 | ArgusMS | inhabitant
 2005-01-16 00:00:15 | S    |     19 |     1 |   246 | ArgusMS | inhabitant
 2005-01-16 00:00:15 | S    |     17 |     1 |    34 | ArgusMS | inhabitant
 2005-01-16 00:00:15 | S    |     19 |     1 |   250 | ArgusMS | inhabitant
