        mark         | zone | number | state | level | source  |    info    
---------------------+------+--------+-------+-------+---------+------------
 2005-02-12 00:00:02 | S    |     18 |     1 |   142 | ArgusMS | inhabitant
 2005-02-12 00:00:02 | S    |     19 |     1 |   252 | ArgusMS | inhabitant
 2005-02-12 00:00:03 | S    |      7 |     1 |   107 | ArgusMS | inhabitant
 2005-02-12 00:00:04 | S    |     18 |     1 |   138 | ArgusMS | inhabitant
 2005-02-12 00:00:05 | S    |     18 |     1 |   143 | ArgusMS | inhabitant
 2005-02-12 00:00:06 | V    |      2 |     1 |   100 | ArgusD  | inhabitant
 2005-02-12 00:00:06 | V    |      2 |     0 |     0 | ArgusD  | inhabitant
 2005-02-12 00:00:07 | S    |     19 |     1 |   248 | ArgusMS | inhabitant
 2005-02-12 00:00:07 | S    |     18 |     1 |   143 | ArgusMS | inhabitant
 2005-02-12 00:00:11 | V    |      2 |     1 |   100 | ArgusD  | inhabitant
 2005-02-12 00:00:12 | V    |      2 |     0 |     0 | ArgusD  | inhabitant
 2005-02-12 00:00:13 | S    |     19 |     1 |   246 | ArgusMS | inhabitant
 2005-02-12 00:00:13 | S    |     19 |     1 |   251 | ArgusMS | inhabitant
 2005-02-12 00:00:15 | S    |     19 |     1 |   252 | ArgusMS | inhabitant
 2005-02-12 00:00:17 | S    |     18 |     1 |   137 | ArgusMS | inhabitant
 2005-02-12 00:00:17 | S    |     18 |     1 |   143 | ArgusMS | inhabitant
 2005-02-12 00:00:18 | S    |     18 |     1 |   139 | ArgusMS | inhabitant
 2005-02-12 00:00:18 | S    |     18 |     1 |   143 | ArgusMS | inhabitant
 2005-02-12 00:00:21 | S    |     19 |     1 |   251 | ArgusMS | inhabitant
 2005-02-12 00:00:24 | S    |     18 |     1 |   138 | ArgusMS | inhabitant
 2005-02-12 00:00:25 | S    |     18 |     1 |   144 | ArgusMS | inhabitant
 2005-02-12 00:00:32 | S    |     18 |     1 |   141 | ArgusMS | inhabitant
 2005-02-12 00:00:35 | S    |     18 |     1 |   137 | ArgusMS | inhabitant
 2005-02-12 00:00:37 | S    |     18 |     1 |   141 | ArgusMS | inhabitant
 2005-02-12 00:00:38 | V    |      2 |     1 |   100 | ArgusD  | inhabitant
 2005-02-12 00:00:39 | V    |      2 |     0 |     0 | ArgusD  | inhabitant
 2005-02-12 00:00:41 | S    |     18 |     1 |   139 | ArgusMS | inhabitant
 2005-02-12 00:00:43 | S    |     18 |     1 |   138 | ArgusMS | inhabitant
