        mark         | zone | number | state | level | source  |    info    
---------------------+------+--------+-------+-------+---------+------------
 2005-01-29 00:00:22 | S    |      7 |     1 |   109 | ArgusMS | inhabitant
 2005-01-29 00:00:22 | S    |      7 |     1 |   104 | ArgusMS | inhabitant
 2005-01-29 00:00:30 | S    |     19 |     1 |   249 | ArgusMS | inhabitant
 2005-01-29 00:01:39 | S    |      7 |     1 |   104 | ArgusMS | inhabitant
 2005-01-29 00:02:46 | S    |     79 |     1 |   106 | ArgusMS | inhabitant
 2005-01-29 00:03:18 | S    |      3 |     1 |    17 | ArgusMS | inhabitant
 2005-01-29 00:03:18 | S    |      3 |     1 |    13 | ArgusMS | inhabitant
 2005-01-29 00:05:22 | S    |      3 |     1 |    18 | ArgusMS | inhabitant
 2005-01-29 00:05:23 | S    |      3 |     1 |    13 | ArgusMS | inhabitant
 2005-01-29 00:05:26 | S    |      7 |     1 |   110 | ArgusMS | inhabitant
 2005-01-29 00:05:26 | S    |      7 |     1 |   105 | ArgusMS | inhabitant
 2005-01-29 00:06:07 | V    |      2 |     1 |   100 | ArgusD  | inhabitant
 2005-01-29 00:06:08 | V    |      2 |     0 |     0 | ArgusD  | inhabitant
 2005-01-29 00:06:10 | S    |     81 |     1 |     9 | ArgusMS | inhabitant
 2005-01-29 00:06:11 | S    |     68 |     1 |    13 | ArgusMS | inhabitant
 2005-01-29 00:06:11 | S    |     73 |     1 |    16 | ArgusMS | inhabitant
 2005-01-29 00:06:11 | S    |     77 |     1 |    28 | ArgusMS | inhabitant
 2005-01-29 00:06:37 | c    |      2 |     1 |   100 | X10     | inhabitant
 2005-01-29 00:06:37 | S    |     19 |     1 |   247 | ArgusMS | inhabitant
 2005-01-29 00:06:51 | S    |    139 |     1 |   100 | ArgusMS | inhabitant
 2005-01-29 00:06:59 | V    |      2 |     1 |   100 | ArgusD  | inhabitant
 2005-01-29 00:06:59 | V    |      2 |     0 |     0 | ArgusD  | inhabitant
 2005-01-29 00:07:00 | S    |     18 |     1 |   154 | ArgusMS | inhabitant
 2005-01-29 00:07:01 | V    |      2 |     1 |   100 | ArgusD  | inhabitant
 2005-01-29 00:07:01 | S    |     68 |     1 |     7 | ArgusMS | inhabitant
 2005-01-29 00:07:01 | S    |     73 |     1 |     7 | ArgusMS | inhabitant
 2005-01-29 00:07:01 | S    |     77 |     1 |     7 | ArgusMS | inhabitant
 2005-01-29 00:07:01 | S    |     81 |     1 |     5 | ArgusMS | inhabitant
 2005-01-29 00:07:01 | V    |      2 |     0 |     0 | ArgusD  | inhabitant
 2005-01-29 00:07:28 | c    |      2 |     0 |     0 | X10     | inhabitant
 2005-01-29 00:07:40 | S    |     19 |     1 |   246 | ArgusMS | inhabitant
 2005-01-29 00:07:43 | S    |      5 |     1 |     6 | ArgusMS | inhabitant
 2005-01-29 00:07:58 | S    |     79 |     1 |   102 | ArgusMS | inhabitant
 2005-01-29 00:08:36 | S    |      7 |     1 |   104 | ArgusMS | inhabitant
 2005-01-29 00:08:38 | S    |      7 |     1 |   101 | ArgusMS | inhabitant
 2005-01-29 00:09:27 | S    |     17 |     1 |     6 | ArgusMS | inhabitant
 2005-01-29 00:09:27 | S    |     19 |     1 |   250 | ArgusMS | inhabitant
 2005-01-29 00:09:28 | S    |     17 |     1 |    10 | ArgusMS | inhabitant
 2005-01-29 00:09:30 | S    |     19 |     1 |   245 | ArgusMS | inhabitant
 2005-01-29 00:09:31 | S    |     19 |     1 |   249 | ArgusMS | inhabitant
 2005-01-29 00:09:42 | S    |     18 |     1 |   152 | ArgusMS | inhabitant
 2005-01-29 00:10:54 | S    |      7 |     1 |   107 | ArgusMS | inhabitant
 2005-01-29 00:10:55 | S    |      7 |     1 |   103 | ArgusMS | inhabitant
 2005-01-29 00:11:55 | S    |      7 |     1 |    98 | ArgusMS | inhabitant
 2005-01-29 00:11:56 | S    |      7 |     1 |    99 | ArgusMS | inhabitant
 2005-01-29 00:11:57 | S    |      7 |     1 |   103 | ArgusMS | inhabitant
 2005-01-29 00:12:36 | S    |     18 |     1 |   152 | ArgusMS | inhabitant
 2005-01-29 00:12:40 | S    |     18 |     1 |   153 | ArgusMS | inhabitant
 2005-01-29 00:13:03 | S    |     14 |     1 |    10 | ArgusMS | inhabitant
 2005-01-29 00:13:37 | V    |      2 |     1 |   100 | ArgusD  | inhabitant
 2005-01-29 00:13:38 | V    |      2 |     0 |     0 | ArgusD  | inhabitant
 2005-01-29 00:13:39 | V    |      2 |     1 |   100 | ArgusD  | inhabitant
 2005-01-29 00:13:40 | S    |     68 |     1 |    11 | ArgusMS | inhabitant
 2005-01-29 00:13:40 | S    |     73 |     1 |    14 | ArgusMS | inhabitant
 2005-01-29 00:13:40 | S    |     77 |     1 |    23 | ArgusMS | inhabitant
 2005-01-29 00:13:40 | S    |     81 |     1 |    10 | ArgusMS | inhabitant
 2005-01-29 00:13:40 | V    |      2 |     0 |     0 | ArgusD  | inhabitant
 2005-01-29 00:13:40 | S    |     77 |     1 |    29 | ArgusMS | inhabitant
 2005-01-29 00:14:07 | c    |      2 |     1 |   100 | X10     | inhabitant
 2005-01-29 00:13:49 | S    |     79 |     1 |   105 | ArgusMS | inhabitant
 2005-01-29 00:14:07 | S    |    139 |     1 |    99 | ArgusMS | inhabitant
 2005-01-29 00:14:15 | S    |     15 |     1 |    10 | ArgusMS | inhabitant
 2005-01-29 00:14:28 | V    |      2 |     1 |   100 | ArgusD  | inhabitant
 2005-01-29 00:14:28 | V    |      2 |     0 |     0 | ArgusD  | inhabitant
 2005-01-29 00:14:30 | S    |     68 |     1 |     7 | ArgusMS | inhabitant
 2005-01-29 00:14:30 | S    |     73 |     1 |     7 | ArgusMS | inhabitant
 2005-01-29 00:14:30 | S    |     77 |     1 |     7 | ArgusMS | inhabitant
 2005-01-29 00:14:30 | S    |     81 |     1 |     6 | ArgusMS | inhabitant
 2005-01-29 00:14:30 | V    |      2 |     1 |   100 | ArgusD  | inhabitant
 2005-01-29 00:14:31 | V    |      3 |     1 |   100 | ArgusD  | inhabitant
 2005-01-29 00:14:57 | c    |      2 |     0 |     0 | X10     | inhabitant
 2005-01-29 00:14:31 | V    |      2 |     0 |     0 | ArgusD  | inhabitant
 2005-01-29 00:14:32 | V    |      4 |     1 |   100 | ArgusD  | inhabitant
 2005-01-29 00:14:33 | V    |      9 |     1 |   100 | ArgusD  | inhabitant
 2005-01-29 00:14:33 | V    |      2 |     1 |   100 | ArgusD  | inhabitant
 2005-01-29 00:14:34 | V    |      2 |     0 |     0 | ArgusD  | inhabitant
 2005-01-29 00:14:34 | V    |      3 |     0 |     0 | ArgusD  | inhabitant
 2005-01-29 00:14:35 | V    |      4 |     0 |     0 | ArgusD  | inhabitant
 2005-01-29 00:14:35 | V    |      9 |     0 |     0 | ArgusD  | inhabitant
 2005-01-29 00:14:38 | V    |      4 |     1 |   100 | ArgusD  | inhabitant
 2005-01-29 00:14:38 | V    |      9 |     1 |   100 | ArgusD  | inhabitant
 2005-01-29 00:14:38 | V    |      4 |     0 |     0 | ArgusD  | inhabitant
 2005-01-29 00:14:39 | V    |      9 |     0 |     0 | ArgusD  | inhabitant
 2005-01-29 00:14:39 | V    |      3 |     1 |   100 | ArgusD  | inhabitant
 2005-01-29 00:14:41 | V    |      2 |     1 |   100 | ArgusD  | inhabitant
 2005-01-29 00:14:42 | V    |      2 |     0 |     0 | ArgusD  | inhabitant
