        mark         | zone | number | state | level | source  |    info    
---------------------+------+--------+-------+-------+---------+------------
 2005-01-06 07:24:54 | i    |      5 |     0 |     0 | X10     | inhabitant
 2005-01-06 14:45:00 | a    |      8 |     1 |   100 | X10     | inhabitant
 2005-01-06 14:45:03 | a    |     10 |     1 |   100 | X10     | inhabitant
 2005-01-06 15:00:36 | i    |      3 |     1 |   100 | X10     | inhabitant
 2005-01-06 16:31:37 | V    |     19 |     1 |   100 | ArgusD  | inhabitant
 2005-01-06 16:31:37 | S    |      1 |     1 |    33 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |      2 |     1 |   149 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |      3 |     1 |    12 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |      5 |     1 |    33 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |      6 |     1 |   156 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |      7 |     1 |   109 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |      8 |     1 |    12 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |      9 |     1 |   157 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     13 |     1 |    44 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     14 |     1 |    53 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     15 |     1 |    33 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     16 |     1 |    26 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     17 |     1 |    48 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     18 |     1 |   148 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     19 |     1 |   251 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     65 |     1 |   215 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     66 |     1 |   215 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     67 |     1 |    73 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     68 |     1 |    13 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     69 |     1 |   152 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     70 |     1 |   235 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     73 |     1 |    19 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     74 |     1 |   152 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     75 |     1 |    12 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     77 |     1 |    13 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     78 |     1 |   145 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     79 |     1 |   118 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     81 |     1 |    34 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     82 |     1 |   144 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     83 |     1 |    12 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     84 |     1 |    12 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     85 |     1 |    81 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     86 |     1 |   160 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     87 |     1 |    11 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     88 |     1 |    10 | ArgusMS | inhabitant
 2005-01-06 16:31:37 | S    |     17 |     1 |    35 | ArgusMS | inhabitant
 2005-01-06 16:31:38 | S    |    129 |     1 |    46 | ArgusMS | inhabitant
 2005-01-06 16:31:38 | S    |    130 |     1 |   154 | ArgusMS | inhabitant
 2005-01-06 16:31:38 | S    |    131 |     1 |   252 | ArgusMS | inhabitant
 2005-01-06 16:31:38 | S    |    133 |     1 |   178 | ArgusMS | inhabitant
 2005-01-06 16:31:38 | S    |    134 |     1 |   166 | ArgusMS | inhabitant
 2005-01-06 16:31:38 | S    |    137 |     1 |    23 | ArgusMS | inhabitant
 2005-01-06 16:31:38 | S    |    138 |     1 |   161 | ArgusMS | inhabitant
 2005-01-06 16:31:38 | S    |    139 |     1 |   119 | ArgusMS | inhabitant
 2005-01-06 16:31:38 | S    |    140 |     1 |    11 | ArgusMS | inhabitant
 2005-01-06 16:31:38 | S    |     17 |     1 |    50 | ArgusMS | inhabitant
 2005-01-06 16:31:38 | V    |     19 |     0 |     0 | ArgusD  | inhabitant
